timestamp,epoch,avg_loss
2026-04-19T20:16:31.470289+00:00,1,1.9762686102461213
2026-04-19T20:20:07.905003+00:00,2,1.684980305733575
2026-04-19T20:23:46.636947+00:00,3,1.6229910016754685
2026-04-19T20:27:18.874424+00:00,4,1.5926313828523257
2026-04-19T20:30:50.050928+00:00,5,1.5746408057726267
