timestamp,epoch,avg_loss
2026-04-20T00:03:05.996313+00:00,1,5.401713015393259
2026-04-20T00:07:54.719909+00:00,2,4.673660682783192
2026-04-20T00:12:35.455173+00:00,3,4.325821204121963
2026-04-20T00:17:15.587173+00:00,4,4.102494854259554
2026-04-20T00:21:58.731375+00:00,5,3.930259395124715
