timestamp,epoch,avg_loss
2026-04-19T19:33:26.271367+00:00,1,2.1086794255417955
2026-04-19T19:36:39.503251+00:00,2,1.849419266087003
2026-04-19T19:39:52.210786+00:00,3,1.8008977835075146
2026-04-19T19:43:04.296903+00:00,4,1.7791380681693623
2026-04-19T19:46:15.807827+00:00,5,1.7656834089131586
