timestamp,epoch,avg_loss
2026-04-19T21:20:22.472753+00:00,1,5.762172199696217
2026-04-19T21:23:22.880116+00:00,2,5.179931026432914
2026-04-19T21:26:23.752911+00:00,3,4.682160060096969
2026-04-19T21:29:23.422051+00:00,4,4.440456204759057
2026-04-19T21:32:25.180968+00:00,5,4.291412137303974
