timestamp,epoch,avg_loss
2026-04-19T04:33:55.051180+00:00,1,1.3237622220157532
2026-04-19T06:29:52.990478+00:00,2,1.087740025993628
2026-04-19T08:30:00.911663+00:00,3,1.0675509664478413
2026-04-19T10:27:43.365884+00:00,4,1.0596891291383805
2026-04-19T12:26:51.479894+00:00,5,1.0554595891267062
2026-04-19T14:26:05.612237+00:00,6,1.0526143088359083
